o_zone_id,d_zone_id,total_distance_mile,total_distance_km,total_free_flow_travel_time
39,35,7.110,11.440,8.080
39,36,5.350,8.608,7.090
39,37,4.940,7.948,6.650
39,38,2.780,4.473,3.510
39,40,4.790,7.707,5.860
39,41,2.030,3.266,3.350
39,42,7.300,11.746,9.640
39,43,7.920,12.743,8.980
39,44,6.500,10.458,8.330
40,1,9.640,15.511,13.450
40,2,7.240,11.649,10.880
40,3,6.750,10.861,8.550
40,4,4.610,7.417,6.790
40,5,1.080,1.738,1.620
40,6,6.420,10.330,7.660
40,7,6.220,10.008,7.150
40,8,4.690,7.546,7.040
40,9,4.530,7.289,5.520
40,10,1.150,1.850,1.800
40,11,3.140,5.052,4.680
40,12,3.200,5.149,5.440
40,13,5.890,9.477,8.070
40,14,5.120,8.238,7.490
40,15,4.970,7.997,6.710
40,16,5.120,8.238,8.090
40,17,6.450,10.378,9.140
40,18,5.860,9.429,7.580
40,19,6.380,10.265,8.930
40,20,6.880,11.070,9.450
40,21,7.020,11.295,9.380
40,22,6.070,9.767,7.810
40,23,1.690,2.719,2.790
40,24,2.970,4.779,4.770
40,25,2.390,3.846,3.250
40,26,3.930,6.323,5.300
40,27,4.280,6.887,7.130
40,28,7.160,11.520,11.040
40,29,3.670,5.905,5.200
40,30,3.220,5.181,4.630
40,31,2.710,4.360,4.000
40,32,0.620,0.998,0.790
40,33,1.340,2.156,1.890
40,34,3.370,5.422,4.430
40,35,3.790,6.098,4.820
40,36,5.610,9.026,6.770
40,37,5.200,8.367,6.330
40,38,4.480,7.208,6.740
40,39,4.930,7.932,5.970
40,41,3.240,5.213,4.770
40,42,2.760,4.441,4.900
40,43,3.340,5.374,4.570
40,44,2.720,4.376,4.010
41,1,10.380,16.701,14.360
41,2,9.930,15.977,13.110
41,3,9.460,15.221,10.800
41,4,2.470,3.974,3.200
41,5,2.620,4.216,3.630
41,6,4.500,7.240,6.140
41,7,5.400,8.689,6.210
41,8,3.350,5.390,4.820
41,9,7.910,12.727,8.580
41,10,2.270,3.652,3.140
41,11,5.830,9.380,6.910
41,12,4.490,7.224,7.150
41,13,6.630,10.668,8.980
41,14,7.810,12.566,9.720
41,15,8.380,13.483,10.150
41,16,7.810,12.566,10.320
41,17,9.850,15.849,12.550
41,18,8.560,13.773,9.840
41,19,6.270,10.088,9.690
41,20,7.620,12.261,10.360
41,21,10.420,16.766,12.790
41,22,4.750,7.643,6.700
41,23,3.670,5.905,5.200
41,24,4.890,7.868,6.020
41,25,5.410,8.705,7.560
41,26,6.620,10.652,7.530
41,27,7.730,12.438,9.750
41,28,10.590,17.039,13.580
41,29,5.590,8.994,6.450
41,30,5.240,8.431,7.810
41,31,4.950,7.965,7.270
41,32,3.550,5.712,5.240
41,33,4.360,7.015,6.200
41,34,5.170,8.319,7.260
41,35,5.590,8.994,7.650
41,36,4.290,6.903,5.660
41,37,3.880,6.243,5.220
41,38,3.840,6.179,5.200
41,39,2.070,3.331,3.430
41,40,3.250,5.229,4.810
41,42,5.760,9.268,9.100
41,43,6.400,10.298,8.550
41,44,4.960,7.981,7.280
42,1,10.060,16.187,13.910
42,2,7.200,11.585,10.530
42,3,7.170,11.537,9.010
42,4,8.420,13.548,9.140
42,5,3.570,5.744,5.930
42,6,6.840,11.006,8.120
42,7,6.640,10.684,7.610
42,8,8.200,13.194,8.980
42,9,3.760,6.050,5.060
42,10,3.640,5.857,6.110
42,11,3.560,5.728,5.140
42,12,3.650,5.873,6.650
42,13,6.310,10.153,8.530
42,14,4.540,7.305,7.510
42,15,3.220,5.181,5.260
42,16,4.540,7.305,8.110
42,17,4.700,7.562,7.690
42,18,6.280,10.105,8.040
42,19,6.800,10.941,9.390
42,20,7.300,11.746,9.910
42,21,5.270,8.479,7.930
42,22,6.490,10.442,8.270
42,23,3.760,6.050,6.160
42,24,5.460,8.785,9.080
42,25,2.590,4.167,4.430
42,26,4.350,6.999,5.760
42,27,3.370,5.422,6.170
42,28,6.340,10.201,10.240
42,29,6.160,9.911,9.510
42,30,3.390,5.455,4.710
42,31,3.160,5.084,5.210
42,32,2.790,4.489,4.840
42,33,2.520,4.055,4.190
42,34,3.590,5.776,5.040
42,35,4.010,6.452,5.430
42,36,6.030,9.702,7.230
42,37,5.620,9.043,6.790
42,38,7.880,12.679,10.830
42,39,7.350,11.826,9.510
42,40,2.800,4.505,4.940
42,41,5.730,9.220,9.080
42,43,2.570,4.135,4.110
42,44,3.170,5.101,5.220
43,1,10.660,17.152,14.170
43,2,6.830,10.989,9.230
43,3,7.770,12.502,9.270
43,4,9.020,14.513,9.400
43,5,5.160,8.302,6.740
43,6,7.440,11.971,8.380
43,7,7.240,11.649,7.870
43,8,8.800,14.159,9.240
43,9,4.420,7.112,4.560
43,10,5.230,8.415,6.920
43,11,4.160,6.693,5.400
43,12,4.250,6.838,6.910
43,13,6.910,11.118,8.790
43,14,5.080,8.174,7.650
43,15,2.850,4.586,3.960
43,16,5.080,8.174,8.250
43,17,4.330,6.967,6.390
43,18,6.880,11.070,8.300
43,19,7.400,11.907,9.650
43,20,7.900,12.711,10.170
43,21,4.900,7.884,6.630
43,22,7.090,11.408,8.530
43,23,5.370,8.640,6.640
43,24,7.060,11.360,9.570
43,25,3.010,4.843,3.650
43,26,4.950,7.965,6.020
43,27,3.000,4.827,4.870
43,28,6.840,11.006,9.520
43,29,7.760,12.486,10.000
43,30,3.810,6.130,3.930
43,31,3.760,6.050,5.470
43,32,4.380,7.047,5.650
43,33,4.110,6.613,5.000
43,34,4.010,6.452,4.260
43,35,4.430,7.128,4.650
43,36,6.630,10.668,7.490
43,37,6.220,10.008,7.050
43,38,9.490,15.269,11.310
43,39,8.960,14.417,9.990
43,40,4.390,7.064,5.750
43,41,7.420,11.939,9.740
43,42,2.560,4.119,4.380
43,44,3.770,6.066,5.480
44,1,8.340,13.419,10.960
44,2,5.940,9.557,8.390
44,3,5.450,8.769,6.060
44,4,6.700,10.780,6.190
44,5,2.800,4.505,4.070
44,6,5.120,8.238,5.170
44,7,4.920,7.916,4.660
44,8,6.480,10.426,6.030
44,9,3.920,6.307,3.860
44,10,2.870,4.618,4.250
44,11,1.840,2.961,2.190
44,12,1.900,3.057,2.950
44,13,4.590,7.385,5.580
44,14,3.820,6.146,5.000
44,15,4.390,7.064,5.430
44,16,3.820,6.146,5.600
44,17,5.860,9.429,7.830
44,18,4.560,7.337,5.090
44,19,5.080,8.174,6.440
44,20,5.580,8.978,6.960
44,21,6.430,10.346,8.070
44,22,4.770,7.675,5.320
44,23,4.090,6.581,5.860
44,24,4.690,7.546,7.220
44,25,6.040,9.718,6.210
44,26,2.630,4.232,2.810
44,27,3.740,6.018,5.030
44,28,6.600,10.619,8.860
44,29,5.390,8.673,7.650
44,30,6.840,11.006,6.490
44,31,1.410,2.269,1.510
44,32,3.030,4.875,4.420
44,33,3.780,6.082,5.050
44,34,7.040,11.327,6.820
44,35,7.460,12.003,7.210
44,36,4.310,6.935,4.280
44,37,3.900,6.275,3.840
44,38,6.200,9.976,9.190
44,39,6.650,10.700,8.420
44,40,2.730,4.393,3.990
44,41,4.960,7.981,7.220
44,42,3.170,5.101,5.220
44,43,3.770,6.066,5.480
